"","mod.max","rep","size","web"
"1",0.5216,1,25,"ns_2014"
"2",0.5632,2,25,"ns_2014"
"3",0.6464,3,25,"ns_2014"
"4",0.5136,4,25,"ns_2014"
"5",0.5584,5,25,"ns_2014"
"6",0.5792,6,25,"ns_2014"
"7",0.5312,7,25,"ns_2014"
"8",0.5584,8,25,"ns_2014"
"9",0.6144,9,25,"ns_2014"
"10",0.5728,10,25,"ns_2014"
"11",0.632,11,25,"ns_2014"
"12",0.5696,12,25,"ns_2014"
"13",0.6336,13,25,"ns_2014"
"14",0.5344,14,25,"ns_2014"
"15",0.6224,15,25,"ns_2014"
"16",0.6144,16,25,"ns_2014"
"17",0.6112,17,25,"ns_2014"
"18",0.5376,18,25,"ns_2014"
"19",0.7072,19,25,"ns_2014"
"20",0.64,20,25,"ns_2014"
"21",0.56,21,25,"ns_2014"
"22",0.6368,22,25,"ns_2014"
"23",0.5024,23,25,"ns_2014"
"24",0.5312,24,25,"ns_2014"
"25",0.5696,25,25,"ns_2014"
"26",0.5472,26,25,"ns_2014"
"27",0.5728,27,25,"ns_2014"
"28",0.5536,28,25,"ns_2014"
"29",0.5792,29,25,"ns_2014"
"30",0.5664,30,25,"ns_2014"
"31",0.592,31,25,"ns_2014"
"32",0.6304,32,25,"ns_2014"
"33",0.5568,33,25,"ns_2014"
"34",0.6304,34,25,"ns_2014"
"35",0.5696,35,25,"ns_2014"
"36",0.5888,36,25,"ns_2014"
"37",0.608,37,25,"ns_2014"
"38",0.5952,38,25,"ns_2014"
"39",0.6304,39,25,"ns_2014"
"40",0.5632,40,25,"ns_2014"
"41",0.5584,41,25,"ns_2014"
"42",0.6608,42,25,"ns_2014"
"43",0.568,43,25,"ns_2014"
"44",0.536,44,25,"ns_2014"
"45",0.5536,45,25,"ns_2014"
"46",0.4384,46,25,"ns_2014"
"47",0.6464,47,25,"ns_2014"
"48",0.512,48,25,"ns_2014"
"49",0.7136,49,25,"ns_2014"
"50",0.576,50,25,"ns_2014"
"51",0.6976,51,25,"ns_2014"
"52",0.7008,52,25,"ns_2014"
"53",0.6304,53,25,"ns_2014"
"54",0.624,54,25,"ns_2014"
"55",0.688,55,25,"ns_2014"
"56",0.5664,56,25,"ns_2014"
"57",0.6528,57,25,"ns_2014"
"58",0.5536,58,25,"ns_2014"
"59",0.6032,59,25,"ns_2014"
"60",0.7168,60,25,"ns_2014"
"61",0.5888,61,25,"ns_2014"
"62",0.4864,62,25,"ns_2014"
"63",0.6144,63,25,"ns_2014"
"64",0.6816,64,25,"ns_2014"
"65",0.5584,65,25,"ns_2014"
"66",0.6144,66,25,"ns_2014"
"67",0.576,67,25,"ns_2014"
"68",0.5888,68,25,"ns_2014"
"69",0.624,69,25,"ns_2014"
"70",0.656,70,25,"ns_2014"
"71",0.6192,71,25,"ns_2014"
"72",0.5504,72,25,"ns_2014"
"73",0.6064,73,25,"ns_2014"
"74",0.4656,74,25,"ns_2014"
"75",0.6016,75,25,"ns_2014"
"76",0.528,76,25,"ns_2014"
"77",0.4944,77,25,"ns_2014"
"78",0.4784,78,25,"ns_2014"
"79",0.64,79,25,"ns_2014"
"80",0.5344,80,25,"ns_2014"
"81",0.6224,81,25,"ns_2014"
"82",0.5856,82,25,"ns_2014"
"83",0.6688,83,25,"ns_2014"
"84",0.5824,84,25,"ns_2014"
"85",0.6128,85,25,"ns_2014"
"86",0.616,86,25,"ns_2014"
"87",0.4544,87,25,"ns_2014"
"88",0.5184,88,25,"ns_2014"
"89",0.4832,89,25,"ns_2014"
"90",0.5344,90,25,"ns_2014"
"91",0.624,91,25,"ns_2014"
"92",0.656,92,25,"ns_2014"
"93",0.5296,93,25,"ns_2014"
"94",0.5088,94,25,"ns_2014"
"95",0.6528,95,25,"ns_2014"
"96",0.6304,96,25,"ns_2014"
"97",0.512,97,25,"ns_2014"
"98",0.624,98,25,"ns_2014"
"99",0.6304,99,25,"ns_2014"
"100",0.4544,100,25,"ns_2014"
"101",0.493333333333333,1,30,"ns_2014"
"102",0.657777777777778,2,30,"ns_2014"
"103",0.513333333333333,3,30,"ns_2014"
"104",0.604444444444444,4,30,"ns_2014"
"105",0.631111111111111,5,30,"ns_2014"
"106",0.644444444444444,6,30,"ns_2014"
"107",0.593333333333333,7,30,"ns_2014"
"108",0.626666666666667,8,30,"ns_2014"
"109",0.536666666666667,9,30,"ns_2014"
"110",0.613333333333333,10,30,"ns_2014"
"111",0.584444444444445,11,30,"ns_2014"
"112",0.595555555555556,12,30,"ns_2014"
"113",0.517777777777778,13,30,"ns_2014"
"114",0.545555555555556,14,30,"ns_2014"
"115",0.624444444444444,15,30,"ns_2014"
"116",0.524444444444444,16,30,"ns_2014"
"117",0.64,17,30,"ns_2014"
"118",0.522222222222222,18,30,"ns_2014"
"119",0.577777777777778,19,30,"ns_2014"
"120",0.568888888888889,20,30,"ns_2014"
"121",0.653333333333333,21,30,"ns_2014"
"122",0.562222222222222,22,30,"ns_2014"
"123",0.672222222222222,23,30,"ns_2014"
"124",0.66,24,30,"ns_2014"
"125",0.595555555555556,25,30,"ns_2014"
"126",0.58,26,30,"ns_2014"
"127",0.614444444444444,27,30,"ns_2014"
"128",0.628888888888889,28,30,"ns_2014"
"129",0.524444444444444,29,30,"ns_2014"
"130",0.6,30,30,"ns_2014"
"131",0.53,31,30,"ns_2014"
"132",0.513333333333333,32,30,"ns_2014"
"133",0.553333333333333,33,30,"ns_2014"
"134",0.547777777777778,34,30,"ns_2014"
"135",0.598888888888889,35,30,"ns_2014"
"136",0.633333333333333,36,30,"ns_2014"
"137",0.602222222222222,37,30,"ns_2014"
"138",0.546666666666667,38,30,"ns_2014"
"139",0.59,39,30,"ns_2014"
"140",0.58,40,30,"ns_2014"
"141",0.613333333333333,41,30,"ns_2014"
"142",0.644444444444445,42,30,"ns_2014"
"143",0.577777777777778,43,30,"ns_2014"
"144",0.614444444444444,44,30,"ns_2014"
"145",0.553333333333333,45,30,"ns_2014"
"146",0.566666666666667,46,30,"ns_2014"
"147",0.587777777777778,47,30,"ns_2014"
"148",0.584444444444445,48,30,"ns_2014"
"149",0.476666666666667,49,30,"ns_2014"
"150",0.717777777777778,50,30,"ns_2014"
"151",0.642222222222222,51,30,"ns_2014"
"152",0.507777777777778,52,30,"ns_2014"
"153",0.642222222222222,53,30,"ns_2014"
"154",0.54,54,30,"ns_2014"
"155",0.61,55,30,"ns_2014"
"156",0.461111111111111,56,30,"ns_2014"
"157",0.527777777777778,57,30,"ns_2014"
"158",0.596666666666667,58,30,"ns_2014"
"159",0.431111111111111,59,30,"ns_2014"
"160",0.565555555555556,60,30,"ns_2014"
"161",0.653333333333333,61,30,"ns_2014"
"162",0.651111111111111,62,30,"ns_2014"
"163",0.496666666666667,63,30,"ns_2014"
"164",0.622222222222222,64,30,"ns_2014"
"165",0.594444444444444,65,30,"ns_2014"
"166",0.502222222222222,66,30,"ns_2014"
"167",0.541111111111111,67,30,"ns_2014"
"168",0.45,68,30,"ns_2014"
"169",0.584444444444444,69,30,"ns_2014"
"170",0.546666666666667,70,30,"ns_2014"
"171",0.664444444444445,71,30,"ns_2014"
"172",0.62,72,30,"ns_2014"
"173",0.637777777777778,73,30,"ns_2014"
"174",0.586666666666667,74,30,"ns_2014"
"175",0.557777777777778,75,30,"ns_2014"
"176",0.673333333333333,76,30,"ns_2014"
"177",0.592222222222222,77,30,"ns_2014"
"178",0.598888888888889,78,30,"ns_2014"
"179",0.575555555555555,79,30,"ns_2014"
"180",0.58,80,30,"ns_2014"
"181",0.571111111111111,81,30,"ns_2014"
"182",0.58,82,30,"ns_2014"
"183",0.642222222222222,83,30,"ns_2014"
"184",0.624444444444444,84,30,"ns_2014"
"185",0.648888888888889,85,30,"ns_2014"
"186",0.495555555555556,86,30,"ns_2014"
"187",0.613333333333334,87,30,"ns_2014"
"188",0.624444444444444,88,30,"ns_2014"
"189",0.592222222222222,89,30,"ns_2014"
"190",0.543333333333333,90,30,"ns_2014"
"191",0.58,91,30,"ns_2014"
"192",0.59,92,30,"ns_2014"
"193",0.651111111111111,93,30,"ns_2014"
"194",0.692222222222222,94,30,"ns_2014"
"195",0.583333333333333,95,30,"ns_2014"
"196",0.601111111111111,96,30,"ns_2014"
"197",0.54,97,30,"ns_2014"
"198",0.557777777777778,98,30,"ns_2014"
"199",0.556666666666667,99,30,"ns_2014"
"200",0.496666666666667,100,30,"ns_2014"
"201",0.460408163265306,1,35,"ns_2014"
"202",0.662040816326531,2,35,"ns_2014"
"203",0.580408163265306,3,35,"ns_2014"
"204",0.583673469387755,4,35,"ns_2014"
"205",0.590204081632653,5,35,"ns_2014"
"206",0.480816326530612,6,35,"ns_2014"
"207",0.594285714285715,7,35,"ns_2014"
"208",0.560816326530612,8,35,"ns_2014"
"209",0.680816326530612,9,35,"ns_2014"
"210",0.575510204081633,10,35,"ns_2014"
"211",0.550204081632653,11,35,"ns_2014"
"212",0.634285714285714,12,35,"ns_2014"
"213",0.51265306122449,13,35,"ns_2014"
"214",0.630204081632653,14,35,"ns_2014"
"215",0.598367346938776,15,35,"ns_2014"
"216",0.572244897959184,16,35,"ns_2014"
"217",0.551836734693878,17,35,"ns_2014"
"218",0.55265306122449,18,35,"ns_2014"
"219",0.666122448979592,19,35,"ns_2014"
"220",0.565714285714286,20,35,"ns_2014"
"221",0.52734693877551,21,35,"ns_2014"
"222",0.626938775510204,22,35,"ns_2014"
"223",0.566530612244898,23,35,"ns_2014"
"224",0.403265306122449,24,35,"ns_2014"
"225",0.669387755102041,25,35,"ns_2014"
"226",0.64,26,35,"ns_2014"
"227",0.576326530612245,27,35,"ns_2014"
"228",0.555102040816327,28,35,"ns_2014"
"229",0.57795918367347,29,35,"ns_2014"
"230",0.599183673469388,30,35,"ns_2014"
"231",0.630204081632653,31,35,"ns_2014"
"232",0.569795918367347,32,35,"ns_2014"
"233",0.621224489795919,33,35,"ns_2014"
"234",0.631836734693878,34,35,"ns_2014"
"235",0.671020408163266,35,35,"ns_2014"
"236",0.593469387755102,36,35,"ns_2014"
"237",0.600816326530612,37,35,"ns_2014"
"238",0.484897959183674,38,35,"ns_2014"
"239",0.610612244897959,39,35,"ns_2014"
"240",0.602448979591837,40,35,"ns_2014"
"241",0.604897959183674,41,35,"ns_2014"
"242",0.55265306122449,42,35,"ns_2014"
"243",0.562448979591837,43,35,"ns_2014"
"244",0.608163265306123,44,35,"ns_2014"
"245",0.631836734693878,45,35,"ns_2014"
"246",0.558367346938776,46,35,"ns_2014"
"247",0.600816326530612,47,35,"ns_2014"
"248",0.497959183673469,48,35,"ns_2014"
"249",0.546938775510204,49,35,"ns_2014"
"250",0.60734693877551,50,35,"ns_2014"
"251",0.663673469387755,51,35,"ns_2014"
"252",0.523265306122449,52,35,"ns_2014"
"253",0.615510204081633,53,35,"ns_2014"
"254",0.542857142857143,54,35,"ns_2014"
"255",0.653877551020408,55,35,"ns_2014"
"256",0.635102040816327,56,35,"ns_2014"
"257",0.561632653061224,57,35,"ns_2014"
"258",0.59265306122449,58,35,"ns_2014"
"259",0.617142857142857,59,35,"ns_2014"
"260",0.62204081632653,60,35,"ns_2014"
"261",0.586122448979592,61,35,"ns_2014"
"262",0.559183673469388,62,35,"ns_2014"
"263",0.499591836734694,63,35,"ns_2014"
"264",0.622857142857143,64,35,"ns_2014"
"265",0.529795918367347,65,35,"ns_2014"
"266",0.639183673469388,66,35,"ns_2014"
"267",0.64,67,35,"ns_2014"
"268",0.60734693877551,68,35,"ns_2014"
"269",0.564081632653061,69,35,"ns_2014"
"270",0.52734693877551,70,35,"ns_2014"
"271",0.620408163265306,71,35,"ns_2014"
"272",0.51265306122449,72,35,"ns_2014"
"273",0.659591836734694,73,35,"ns_2014"
"274",0.64,74,35,"ns_2014"
"275",0.551836734693877,75,35,"ns_2014"
"276",0.559183673469388,76,35,"ns_2014"
"277",0.60734693877551,77,35,"ns_2014"
"278",0.618775510204082,78,35,"ns_2014"
"279",0.566530612244898,79,35,"ns_2014"
"280",0.609795918367347,80,35,"ns_2014"
"281",0.586122448979592,81,35,"ns_2014"
"282",0.525714285714286,82,35,"ns_2014"
"283",0.555918367346939,83,35,"ns_2014"
"284",0.615510204081633,84,35,"ns_2014"
"285",0.545306122448979,85,35,"ns_2014"
"286",0.589387755102041,86,35,"ns_2014"
"287",0.577142857142857,87,35,"ns_2014"
"288",0.64,88,35,"ns_2014"
"289",0.584489795918367,89,35,"ns_2014"
"290",0.56,90,35,"ns_2014"
"291",0.615510204081633,91,35,"ns_2014"
"292",0.693877551020408,92,35,"ns_2014"
"293",0.510204081632653,93,35,"ns_2014"
"294",0.630204081632653,94,35,"ns_2014"
"295",0.528163265306122,95,35,"ns_2014"
"296",0.624489795918368,96,35,"ns_2014"
"297",0.544489795918367,97,35,"ns_2014"
"298",0.626122448979592,98,35,"ns_2014"
"299",0.581224489795918,99,35,"ns_2014"
"300",0.541224489795919,100,35,"ns_2014"
"301",0.6325,1,40,"ns_2014"
"302",0.6225,2,40,"ns_2014"
"303",0.596875,3,40,"ns_2014"
"304",0.545,4,40,"ns_2014"
"305",0.53625,5,40,"ns_2014"
"306",0.61875,6,40,"ns_2014"
"307",0.579375,7,40,"ns_2014"
"308",0.6275,8,40,"ns_2014"
"309",0.56375,9,40,"ns_2014"
"310",0.54375,10,40,"ns_2014"
"311",0.565625,11,40,"ns_2014"
"312",0.60375,12,40,"ns_2014"
"313",0.570625,13,40,"ns_2014"
"314",0.626875,14,40,"ns_2014"
"315",0.505625,15,40,"ns_2014"
"316",0.6275,16,40,"ns_2014"
"317",0.5925,17,40,"ns_2014"
"318",0.5975,18,40,"ns_2014"
"319",0.57,19,40,"ns_2014"
"320",0.65625,20,40,"ns_2014"
"321",0.55875,21,40,"ns_2014"
"322",0.5575,22,40,"ns_2014"
"323",0.575,23,40,"ns_2014"
"324",0.52625,24,40,"ns_2014"
"325",0.514375,25,40,"ns_2014"
"326",0.611875,26,40,"ns_2014"
"327",0.655,27,40,"ns_2014"
"328",0.6175,28,40,"ns_2014"
"329",0.555625,29,40,"ns_2014"
"330",0.58,30,40,"ns_2014"
"331",0.556875,31,40,"ns_2014"
"332",0.65625,32,40,"ns_2014"
"333",0.59375,33,40,"ns_2014"
"334",0.60125,34,40,"ns_2014"
"335",0.660625,35,40,"ns_2014"
"336",0.591875,36,40,"ns_2014"
"337",0.66625,37,40,"ns_2014"
"338",0.670625,38,40,"ns_2014"
"339",0.56125,39,40,"ns_2014"
"340",0.6175,40,40,"ns_2014"
"341",0.615,41,40,"ns_2014"
"342",0.65875,42,40,"ns_2014"
"343",0.5825,43,40,"ns_2014"
"344",0.58375,44,40,"ns_2014"
"345",0.588125,45,40,"ns_2014"
"346",0.66125,46,40,"ns_2014"
"347",0.57625,47,40,"ns_2014"
"348",0.65875,48,40,"ns_2014"
"349",0.605,49,40,"ns_2014"
"350",0.539375,50,40,"ns_2014"
"351",0.589375,51,40,"ns_2014"
"352",0.655625,52,40,"ns_2014"
"353",0.571875,53,40,"ns_2014"
"354",0.61,54,40,"ns_2014"
"355",0.54625,55,40,"ns_2014"
"356",0.65875,56,40,"ns_2014"
"357",0.67375,57,40,"ns_2014"
"358",0.633125,58,40,"ns_2014"
"359",0.56,59,40,"ns_2014"
"360",0.59375,60,40,"ns_2014"
"361",0.534375,61,40,"ns_2014"
"362",0.64125,62,40,"ns_2014"
"363",0.604375,63,40,"ns_2014"
"364",0.544375,64,40,"ns_2014"
"365",0.68375,65,40,"ns_2014"
"366",0.619375,66,40,"ns_2014"
"367",0.533125,67,40,"ns_2014"
"368",0.63,68,40,"ns_2014"
"369",0.64125,69,40,"ns_2014"
"370",0.546875,70,40,"ns_2014"
"371",0.5725,71,40,"ns_2014"
"372",0.599375,72,40,"ns_2014"
"373",0.5975,73,40,"ns_2014"
"374",0.538125,74,40,"ns_2014"
"375",0.520625,75,40,"ns_2014"
"376",0.521875,76,40,"ns_2014"
"377",0.634375,77,40,"ns_2014"
"378",0.65125,78,40,"ns_2014"
"379",0.60375,79,40,"ns_2014"
"380",0.640625,80,40,"ns_2014"
"381",0.5025,81,40,"ns_2014"
"382",0.595,82,40,"ns_2014"
"383",0.59625,83,40,"ns_2014"
"384",0.515,84,40,"ns_2014"
"385",0.585,85,40,"ns_2014"
"386",0.49625,86,40,"ns_2014"
"387",0.59875,87,40,"ns_2014"
"388",0.6175,88,40,"ns_2014"
"389",0.471875,89,40,"ns_2014"
"390",0.5675,90,40,"ns_2014"
"391",0.6025,91,40,"ns_2014"
"392",0.62875,92,40,"ns_2014"
"393",0.500625,93,40,"ns_2014"
"394",0.555,94,40,"ns_2014"
"395",0.62875,95,40,"ns_2014"
"396",0.655,96,40,"ns_2014"
"397",0.648125,97,40,"ns_2014"
"398",0.55375,98,40,"ns_2014"
"399",0.59875,99,40,"ns_2014"
"400",0.63625,100,40,"ns_2014"
"401",0.510617283950617,1,45,"ns_2014"
"402",0.615308641975309,2,45,"ns_2014"
"403",0.582716049382716,3,45,"ns_2014"
"404",0.527901234567901,4,45,"ns_2014"
"405",0.642962962962963,5,45,"ns_2014"
"406",0.648888888888889,6,45,"ns_2014"
"407",0.550123456790123,7,45,"ns_2014"
"408",0.562962962962963,8,45,"ns_2014"
"409",0.551111111111111,9,45,"ns_2014"
"410",0.624197530864198,10,45,"ns_2014"
"411",0.604938271604938,11,45,"ns_2014"
"412",0.598024691358025,12,45,"ns_2014"
"413",0.612345679012346,13,45,"ns_2014"
"414",0.550123456790123,14,45,"ns_2014"
"415",0.642469135802469,15,45,"ns_2014"
"416",0.629135802469136,16,45,"ns_2014"
"417",0.534320987654321,17,45,"ns_2014"
"418",0.613333333333334,18,45,"ns_2014"
"419",0.593086419753087,19,45,"ns_2014"
"420",0.647407407407407,20,45,"ns_2014"
"421",0.632098765432099,21,45,"ns_2014"
"422",0.534814814814815,22,45,"ns_2014"
"423",0.591111111111111,23,45,"ns_2014"
"424",0.56,24,45,"ns_2014"
"425",0.585679012345679,25,45,"ns_2014"
"426",0.52641975308642,26,45,"ns_2014"
"427",0.562962962962963,27,45,"ns_2014"
"428",0.633086419753086,28,45,"ns_2014"
"429",0.538271604938272,29,45,"ns_2014"
"430",0.601975308641975,30,45,"ns_2014"
"431",0.512098765432099,31,45,"ns_2014"
"432",0.643950617283951,32,45,"ns_2014"
"433",0.563456790123457,33,45,"ns_2014"
"434",0.581728395061729,34,45,"ns_2014"
"435",0.594567901234568,35,45,"ns_2014"
"436",0.602469135802469,36,45,"ns_2014"
"437",0.601481481481482,37,45,"ns_2014"
"438",0.60641975308642,38,45,"ns_2014"
"439",0.596543209876543,39,45,"ns_2014"
"440",0.551111111111111,40,45,"ns_2014"
"441",0.560987654320988,41,45,"ns_2014"
"442",0.549135802469136,42,45,"ns_2014"
"443",0.6,43,45,"ns_2014"
"444",0.533333333333333,44,45,"ns_2014"
"445",0.587654320987654,45,45,"ns_2014"
"446",0.570864197530864,46,45,"ns_2014"
"447",0.506666666666667,47,45,"ns_2014"
"448",0.621234567901235,48,45,"ns_2014"
"449",0.64641975308642,49,45,"ns_2014"
"450",0.625185185185185,50,45,"ns_2014"
"451",0.580246913580247,51,45,"ns_2014"
"452",0.625185185185185,52,45,"ns_2014"
"453",0.585679012345679,53,45,"ns_2014"
"454",0.552098765432099,54,45,"ns_2014"
"455",0.508148148148148,55,45,"ns_2014"
"456",0.56,56,45,"ns_2014"
"457",0.608395061728395,57,45,"ns_2014"
"458",0.61679012345679,58,45,"ns_2014"
"459",0.571851851851852,59,45,"ns_2014"
"460",0.59358024691358,60,45,"ns_2014"
"461",0.625185185185185,61,45,"ns_2014"
"462",0.581728395061728,62,45,"ns_2014"
"463",0.587654320987654,63,45,"ns_2014"
"464",0.555555555555556,64,45,"ns_2014"
"465",0.60641975308642,65,45,"ns_2014"
"466",0.554074074074074,66,45,"ns_2014"
"467",0.644938271604939,67,45,"ns_2014"
"468",0.651358024691358,68,45,"ns_2014"
"469",0.539259259259259,69,45,"ns_2014"
"470",0.527901234567901,70,45,"ns_2014"
"471",0.516049382716049,71,45,"ns_2014"
"472",0.637037037037037,72,45,"ns_2014"
"473",0.583703703703704,73,45,"ns_2014"
"474",0.592592592592593,74,45,"ns_2014"
"475",0.492345679012346,75,45,"ns_2014"
"476",0.546172839506173,76,45,"ns_2014"
"477",0.567901234567901,77,45,"ns_2014"
"478",0.506666666666667,78,45,"ns_2014"
"479",0.60641975308642,79,45,"ns_2014"
"480",0.607901234567901,80,45,"ns_2014"
"481",0.613333333333334,81,45,"ns_2014"
"482",0.671111111111111,82,45,"ns_2014"
"483",0.648395061728395,83,45,"ns_2014"
"484",0.56,84,45,"ns_2014"
"485",0.668641975308642,85,45,"ns_2014"
"486",0.590617283950617,86,45,"ns_2014"
"487",0.621234567901235,87,45,"ns_2014"
"488",0.571851851851852,88,45,"ns_2014"
"489",0.648888888888889,89,45,"ns_2014"
"490",0.586666666666666,90,45,"ns_2014"
"491",0.558518518518518,91,45,"ns_2014"
"492",0.542222222222222,92,45,"ns_2014"
"493",0.552592592592593,93,45,"ns_2014"
"494",0.519506172839506,94,45,"ns_2014"
"495",0.628148148148148,95,45,"ns_2014"
"496",0.594567901234568,96,45,"ns_2014"
"497",0.467654320987654,97,45,"ns_2014"
"498",0.552098765432099,98,45,"ns_2014"
"499",0.498271604938272,99,45,"ns_2014"
"500",0.563456790123457,100,45,"ns_2014"
"501",0.6068,1,50,"ns_2014"
"502",0.5472,2,50,"ns_2014"
"503",0.6236,3,50,"ns_2014"
"504",0.6076,4,50,"ns_2014"
"505",0.55,5,50,"ns_2014"
"506",0.6496,6,50,"ns_2014"
"507",0.5656,7,50,"ns_2014"
"508",0.636,8,50,"ns_2014"
"509",0.5464,9,50,"ns_2014"
"510",0.5764,10,50,"ns_2014"
"511",0.582,11,50,"ns_2014"
"512",0.6856,12,50,"ns_2014"
"513",0.6088,13,50,"ns_2014"
"514",0.62,14,50,"ns_2014"
"515",0.576,15,50,"ns_2014"
"516",0.5844,16,50,"ns_2014"
"517",0.5464,17,50,"ns_2014"
"518",0.6128,18,50,"ns_2014"
"519",0.6284,19,50,"ns_2014"
"520",0.5592,20,50,"ns_2014"
"521",0.5264,21,50,"ns_2014"
"522",0.6416,22,50,"ns_2014"
"523",0.6248,23,50,"ns_2014"
"524",0.6048,24,50,"ns_2014"
"525",0.5688,25,50,"ns_2014"
"526",0.5032,26,50,"ns_2014"
"527",0.5868,27,50,"ns_2014"
"528",0.5576,28,50,"ns_2014"
"529",0.564,29,50,"ns_2014"
"530",0.5576,30,50,"ns_2014"
"531",0.5488,31,50,"ns_2014"
"532",0.5748,32,50,"ns_2014"
"533",0.6464,33,50,"ns_2014"
"534",0.5168,34,50,"ns_2014"
"535",0.608,35,50,"ns_2014"
"536",0.6156,36,50,"ns_2014"
"537",0.5668,37,50,"ns_2014"
"538",0.6336,38,50,"ns_2014"
"539",0.5416,39,50,"ns_2014"
"540",0.6172,40,50,"ns_2014"
"541",0.5552,41,50,"ns_2014"
"542",0.586,42,50,"ns_2014"
"543",0.5544,43,50,"ns_2014"
"544",0.6456,44,50,"ns_2014"
"545",0.5832,45,50,"ns_2014"
"546",0.6504,46,50,"ns_2014"
"547",0.5464,47,50,"ns_2014"
"548",0.5876,48,50,"ns_2014"
"549",0.66,49,50,"ns_2014"
"550",0.5212,50,50,"ns_2014"
"551",0.606,51,50,"ns_2014"
"552",0.6172,52,50,"ns_2014"
"553",0.5012,53,50,"ns_2014"
"554",0.5976,54,50,"ns_2014"
"555",0.5964,55,50,"ns_2014"
"556",0.554,56,50,"ns_2014"
"557",0.4656,57,50,"ns_2014"
"558",0.512,58,50,"ns_2014"
"559",0.5808,59,50,"ns_2014"
"560",0.5032,60,50,"ns_2014"
"561",0.6016,61,50,"ns_2014"
"562",0.5304,62,50,"ns_2014"
"563",0.544,63,50,"ns_2014"
"564",0.5688,64,50,"ns_2014"
"565",0.6016,65,50,"ns_2014"
"566",0.6296,66,50,"ns_2014"
"567",0.5104,67,50,"ns_2014"
"568",0.6276,68,50,"ns_2014"
"569",0.568,69,50,"ns_2014"
"570",0.626,70,50,"ns_2014"
"571",0.5792,71,50,"ns_2014"
"572",0.4488,72,50,"ns_2014"
"573",0.5448,73,50,"ns_2014"
"574",0.6256,74,50,"ns_2014"
"575",0.576,75,50,"ns_2014"
"576",0.6264,76,50,"ns_2014"
"577",0.6168,77,50,"ns_2014"
"578",0.612,78,50,"ns_2014"
"579",0.6216,79,50,"ns_2014"
"580",0.6168,80,50,"ns_2014"
"581",0.5808,81,50,"ns_2014"
"582",0.594,82,50,"ns_2014"
"583",0.55,83,50,"ns_2014"
"584",0.522,84,50,"ns_2014"
"585",0.4952,85,50,"ns_2014"
"586",0.5916,86,50,"ns_2014"
"587",0.5456,87,50,"ns_2014"
"588",0.5556,88,50,"ns_2014"
"589",0.5924,89,50,"ns_2014"
"590",0.5212,90,50,"ns_2014"
"591",0.5768,91,50,"ns_2014"
"592",0.59,92,50,"ns_2014"
"593",0.5928,93,50,"ns_2014"
"594",0.6024,94,50,"ns_2014"
"595",0.6224,95,50,"ns_2014"
"596",0.5824,96,50,"ns_2014"
"597",0.4912,97,50,"ns_2014"
"598",0.6136,98,50,"ns_2014"
"599",0.6,99,50,"ns_2014"
"600",0.5816,100,50,"ns_2014"
"601",0.656859504132231,1,55,"ns_2014"
"602",0.64396694214876,2,55,"ns_2014"
"603",0.471735537190083,3,55,"ns_2014"
"604",0.631074380165289,4,55,"ns_2014"
"605",0.553719008264463,5,55,"ns_2014"
"606",0.632727272727273,6,55,"ns_2014"
"607",0.610578512396694,7,55,"ns_2014"
"608",0.591404958677686,8,55,"ns_2014"
"609",0.523636363636364,9,55,"ns_2014"
"610",0.573553719008265,10,55,"ns_2014"
"611",0.566611570247934,11,55,"ns_2014"
"612",0.589090909090909,12,55,"ns_2014"
"613",0.551074380165289,13,55,"ns_2014"
"614",0.633388429752066,14,55,"ns_2014"
"615",0.596694214876033,15,55,"ns_2014"
"616",0.608264462809917,16,55,"ns_2014"
"617",0.584132231404959,17,55,"ns_2014"
"618",0.547768595041322,18,55,"ns_2014"
"619",0.60099173553719,19,55,"ns_2014"
"620",0.6,20,55,"ns_2014"
"621",0.576859504132231,21,55,"ns_2014"
"622",0.576528925619835,22,55,"ns_2014"
"623",0.564297520661157,23,55,"ns_2014"
"624",0.597355371900827,24,55,"ns_2014"
"625",0.598347107438017,25,55,"ns_2014"
"626",0.56495867768595,26,55,"ns_2014"
"627",0.600661157024793,27,55,"ns_2014"
"628",0.526942148760331,28,55,"ns_2014"
"629",0.550413223140496,29,55,"ns_2014"
"630",0.545454545454545,30,55,"ns_2014"
"631",0.605289256198347,31,55,"ns_2014"
"632",0.558677685950413,32,55,"ns_2014"
"633",0.576859504132231,33,55,"ns_2014"
"634",0.626115702479339,34,55,"ns_2014"
"635",0.541487603305785,35,55,"ns_2014"
"636",0.580165289256198,36,55,"ns_2014"
"637",0.524958677685951,37,55,"ns_2014"
"638",0.612892561983471,38,55,"ns_2014"
"639",0.582479338842975,39,55,"ns_2014"
"640",0.585785123966942,40,55,"ns_2014"
"641",0.610909090909091,41,55,"ns_2014"
"642",0.623140495867769,42,55,"ns_2014"
"643",0.56,43,55,"ns_2014"
"644",0.614214876033058,44,55,"ns_2014"
"645",0.628429752066116,45,55,"ns_2014"
"646",0.55504132231405,46,55,"ns_2014"
"647",0.555702479338843,47,55,"ns_2014"
"648",0.557355371900826,48,55,"ns_2014"
"649",0.601322314049587,49,55,"ns_2014"
"650",0.615206611570248,50,55,"ns_2014"
"651",0.516363636363636,51,55,"ns_2014"
"652",0.579173553719008,52,55,"ns_2014"
"653",0.547768595041322,53,55,"ns_2014"
"654",0.630413223140496,54,55,"ns_2014"
